"ensembl"	"gene"	"Chromosome"	"Start"	"End"
"ENSG00000113389"	"NPR3"	"chr5"	32689070	32791724
"ENSG00000251443"	"LINC02160"	"chr5"	33229516	33284642
"ENSG00000182631"	"RXFP3"	"chr5"	33936386	33938918
"ENSG00000152611"	"CAPSL"	"chr5"	35904288	35938779
"ENSG00000145626"	"UGT3A1"	"chr5"	35951006	36001028
"ENSG00000082074"	"FYB1"	"chr5"	39105252	39274528
"ENSG00000016082"	"ISL1"	"chr5"	51383448	51394730
"ENSG00000134363"	"FST"	"chr5"	53480626	53487134
"ENSG00000164283"	"ESM1"	"chr5"	54977867	55022671
"ENSG00000113448"	"PDE4D"	"chr5"	58969038	60522120
"ENSG00000178394"	"HTR1A"	"chr5"	63957874	63962507
"ENSG00000186479"	"RGS7BP"	"chr5"	64506015	64612319
"ENSG00000069020"	"MAST4"	"chr5"	66596361	67169595
"ENSG00000198237"	"GUSBP13"	"chr5"	69875271	69920867
"ENSG00000250687"	"NAIPP1"	"chr5"	70462244	70479215
"ENSG00000253366"	"GUSBP16"	"chr5"	70751184	70795914
"ENSG00000215630"	"GUSBP9"	"chr5"	71197646	71208130
"ENSG00000235558"	"GUSBP17"	"chr5"	71220356	71259238
"ENSG00000250387"	"LINC02197"	"chr5"	71337182	71446772
"ENSG00000131711"	"MAP1B"	"chr5"	72107234	72209565
"ENSG00000248673"	"LINC01331"	"chr5"	74111690	74536976
"ENSG00000171617"	"ENC1"	"chr5"	74627406	74641424
"ENSG00000049860"	"HEXB"	"chr5"	74640023	74722647
"ENSG00000176928"	"GCNT4"	"chr5"	75025346	75052558
"ENSG00000122012"	"SV2C"	"chr5"	76083383	76353939
"ENSG00000113231"	"PDE8B"	"chr5"	77210449	77428256
"ENSG00000189127"	"ANKRD34B"	"chr5"	80556755	80570280
"ENSG00000245526"	"LINC00461"	"chr5"	88507546	88691057
"ENSG00000245864"	"MEF2C-AS2"	"chr5"	88676033	88779088
"ENSG00000164199"	"ADGRV1"	"chr5"	90529344	91164437
"ENSG00000237187"	"NR2F1-AS1"	"chr5"	93360779	93585649
"ENSG00000175449"	"RFESD"	"chr5"	95646754	95684773
"ENSG00000145757"	"SPATA9"	"chr5"	95652181	95698711
"ENSG00000250551"	"MIR583HG"	"chr5"	96050115	96215519
"ENSG00000251102"	"CTBP2P4"	"chr5"	98576341	98577260
"ENSG00000080709"	"KCNN2"	"chr5"	114055926	114496500
"ENSG00000184838"	"PRR16"	"chr5"	120464300	120687332
"ENSG00000064692"	"SNCAIP"	"chr5"	122311354	122464219
"ENSG00000260192"	"LINC02240"	"chr5"	124808981	125602227
"ENSG00000198108"	"CHSY3"	"chr5"	129904465	130186634
"ENSG00000164398"	"ACSL6"	"chr5"	131949973	132012243
"ENSG00000197208"	"SLC22A4"	"chr5"	132294394	132344190
"ENSG00000198944"	"SOWAHA"	"chr5"	132813302	132816786
"ENSG00000164403"	"SHROOM1"	"chr5"	132822141	132830659
"ENSG00000053108"	"FSTL4"	"chr5"	133196455	133612541
"ENSG00000081059"	"TCF7"	"chr5"	134114681	134151865
"ENSG00000069011"	"PITX1"	"chr5"	135027734	135034813
"ENSG00000224186"	"C5orf66"	"chr5"	135033280	135358219
"ENSG00000249082"	"C5orf66-AS1"	"chr5"	135038831	135040047
"ENSG00000255833"	"TIFAB"	"chr5"	135444226	135452351
"ENSG00000181965"	"NEUROG1"	"chr5"	135534282	135535964
"ENSG00000145824"	"CXCL14"	"chr5"	135570679	135579279
"ENSG00000145832"	"SLC25A48"	"chr5"	135579202	135889770
"ENSG00000271824"	"SMIM32"	"chr5"	136191468	136193162
"ENSG00000069018"	"TRPC7"	"chr5"	136212745	136365545
"ENSG00000152377"	"SPOCK1"	"chr5"	136975298	137598379
"ENSG00000132563"	"REEP2"	"chr5"	138439057	138446969
"ENSG00000171604"	"CXXC5"	"chr5"	139647299	139683882
"ENSG00000249131"	"PSD2-AS1"	"chr5"	139740951	139747406
"ENSG00000146005"	"PSD2"	"chr5"	139795808	139844466
"ENSG00000158458"	"NRG2"	"chr5"	139846779	140043299
"ENSG00000120318"	"ARAP3"	"chr5"	141653401	141682230
"ENSG00000156453"	"PCDH1"	"chr5"	141853090	141879246
"ENSG00000145819"	"ARHGAP26"	"chr5"	142770377	143229011
"ENSG00000183775"	"KCTD16"	"chr5"	144170873	144485686
"ENSG00000091010"	"POU4F3"	"chr5"	146338839	146341728
"ENSG00000156475"	"PPP2R2B"	"chr5"	146580742	147084784
"ENSG00000164270"	"HTR4"	"chr5"	148451032	148677235
"ENSG00000173210"	"ABLIM3"	"chr5"	149141483	149260542
"ENSG00000145882"	"PCYOX1L"	"chr5"	149358037	149369653
"ENSG00000127743"	"IL17B"	"chr5"	149371324	149404202
"ENSG00000113721"	"PDGFRB"	"chr5"	150113839	150155872
"ENSG00000113722"	"CDX1"	"chr5"	150166778	150184558
"ENSG00000011083"	"SLC6A7"	"chr5"	150190062	150222788
"ENSG00000070808"	"CAMK2A"	"chr5"	150219491	150290093
"ENSG00000256235"	"SMIM3"	"chr5"	150778757	150796734
"ENSG00000198624"	"CCDC69"	"chr5"	151181052	151224093
"ENSG00000196743"	"GM2A"	"chr5"	151212150	151270440
"ENSG00000113196"	"HAND1"	"chr5"	154474972	154478227
"ENSG00000055163"	"CYFIP2"	"chr5"	157266079	157395595
"ENSG00000135074"	"ADAM19"	"chr5"	157395534	157575775
"ENSG00000245812"	"LINC02202"	"chr5"	159100483	159117478
"ENSG00000253311"	"LINC01847"	"chr5"	159698586	159937766
"ENSG00000170214"	"ADRA1B"	"chr5"	159865080	159973012
"ENSG00000145864"	"GABRB2"	"chr5"	161288429	161549044
"ENSG00000145863"	"GABRA6"	"chr5"	161547063	161702593
"ENSG00000022355"	"GABRA1"	"chr5"	161847063	161899981
"ENSG00000145934"	"TENM2"	"chr5"	167284799	168264157
"ENSG00000184347"	"SLIT3"	"chr5"	168661733	169301139
"ENSG00000182132"	"KCNIP1"	"chr5"	170353487	170736632
"ENSG00000253591"	"KCNIP1-AS1"	"chr5"	170639158	170681437
"ENSG00000164438"	"TLX3"	"chr5"	171309248	171312139
"ENSG00000072786"	"STK10"	"chr5"	172042079	172188224
"ENSG00000174705"	"SH3PXD2B"	"chr5"	172325000	172454525
"ENSG00000113719"	"ERGIC1"	"chr5"	172834251	172952683
"ENSG00000183072"	"NKX2-5"	"chr5"	173232109	173235311
"ENSG00000170091"	"NSG2"	"chr5"	174045706	174243501
"ENSG00000204754"	"LINC01951"	"chr5"	174919082	174995513
"ENSG00000184845"	"DRD1"	"chr5"	175440036	175444182
"ENSG00000145920"	"CPLX2"	"chr5"	175796310	175884021
"ENSG00000051596"	"THOC3"	"chr5"	175917873	176034680
"ENSG00000182230"	"FAM153B"	"chr5"	176060689	176116015
"ENSG00000074276"	"CDHR2"	"chr5"	176542511	176595974
"ENSG00000169258"	"GPRIN1"	"chr5"	176595802	176610156
"ENSG00000074317"	"SNCB"	"chr5"	176620082	176630556
"ENSG00000048140"	"TSPAN17"	"chr5"	176647387	176659054
"ENSG00000248859"	"LINC01574"	"chr5"	176743205	176743871
"ENSG00000113763"	"UNC5A"	"chr5"	176810519	176880898
"ENSG00000160883"	"HK3"	"chr5"	176880869	176899346
"ENSG00000160867"	"FGFR4"	"chr5"	177086905	177098144
"ENSG00000169220"	"RGS14"	"chr5"	177357924	177372596
"ENSG00000131183"	"SLC34A1"	"chr5"	177379235	177398848
"ENSG00000131187"	"F12"	"chr5"	177402141	177409564
"ENSG00000198055"	"GRK6"	"chr5"	177403204	177442901
"ENSG00000246334"	"PRR7-AS1"	"chr5"	177438503	177447699
"ENSG00000131188"	"PRR7"	"chr5"	177446445	177456286
"ENSG00000113758"	"DBN1"	"chr5"	177456608	177474401
"ENSG00000196923"	"PDLIM7"	"chr5"	177483394	177497606
"ENSG00000146094"	"DOK3"	"chr5"	177501904	177511274
"ENSG00000027847"	"B4GALT7"	"chr5"	177600132	177610330
"ENSG00000170074"	"FAM153A"	"chr5"	177707981	177783398
"ENSG00000145911"	"N4BP3"	"chr5"	178113532	178126081
"ENSG00000050767"	"COL23A1"	"chr5"	178237476	178590393
"ENSG00000250420"	"AACSP1"	"chr5"	178764861	178818435
"ENSG00000087116"	"ADAMTS2"	"chr5"	179110853	179345461
"ENSG00000204661"	"C5orf60"	"chr5"	179641544	179645046
"ENSG00000161021"	"MAML1"	"chr5"	179732822	179777283
"ENSG00000213316"	"LTC4S"	"chr5"	179793980	179796647
"ENSG00000161013"	"MGAT4B"	"chr5"	179797597	179806952
"ENSG00000197226"	"TBC1D9B"	"chr5"	179862066	179907897
"ENSG00000146090"	"RASGEF1C"	"chr5"	180100795	180209211
"ENSG00000131459"	"GFPT2"	"chr5"	180300698	180353336
"ENSG00000037280"	"FLT4"	"chr5"	180601506	180649624
"ENSG00000174339"	"OR2Y1"	"chr5"	180739123	180740058
"ENSG00000165810"	"BTNL9"	"chr5"	181040225	181061521
"ENSG00000248473"	"LINC01962"	"chr5"	181178821	181191852
"ENSG00000112679"	"DUSP22"	"chr6"	291630	351355
"ENSG00000137273"	"FOXF2"	"chr6"	1389576	1395603
"ENSG00000280916"	"FOXCUT"	"chr6"	1601654	1607354
"ENSG00000054598"	"FOXC1"	"chr6"	1609915	1613897
"ENSG00000112699"	"GMDS"	"chr6"	1623806	2245605
"ENSG00000250903"	"GMDS-DT"	"chr6"	2245718	2525976
"ENSG00000180822"	"PSMG4"	"chr6"	3231403	3303373
"ENSG00000137266"	"SLC22A23"	"chr6"	3268962	3457050
"ENSG00000219607"	"PPP1R3G"	"chr6"	5085341	5089487
"ENSG00000216863"	"LY86-AS1"	"chr6"	6346465	6622771
"ENSG00000153162"	"BMP6"	"chr6"	7726099	7881728
"ENSG00000197977"	"ELOVL2"	"chr6"	10980759	11044305
"ENSG00000078401"	"EDN1"	"chr6"	12290361	12297194
"ENSG00000112137"	"PHACTR1"	"chr6"	12716554	13287843
"ENSG00000180537"	"RNF182"	"chr6"	13924446	13980310
"ENSG00000137198"	"GMPR"	"chr6"	16238587	16295549
"ENSG00000137261"	"KIAA0319"	"chr6"	24544104	24646191
"ENSG00000111913"	"RIPOR2"	"chr6"	24804282	25042170
"ENSG00000168405"	"CMAHP"	"chr6"	25061626	25452263
"ENSG00000079691"	"CARMIL1"	"chr6"	25279078	25620530
"ENSG00000204681"	"GABBR1"	"chr6"	29555629	29633976
"ENSG00000204642"	"HLA-F"	"chr6"	29722775	29738528
"ENSG00000214922"	"HLA-F-AS1"	"chr6"	29726601	29749049
"ENSG00000273340"	"MICE"	"chr6"	29741731	29748969
"ENSG00000204625"	"HCG9"	"chr6"	29975112	29978410
"ENSG00000204610"	"TRIM15"	"chr6"	30163206	30172693
"ENSG00000270604"	"HCG17"	"chr6"	30234039	30326134
"ENSG00000243753"	"HLA-L"	"chr6"	30259584	30293014
"ENSG00000226577"	"MICC"	"chr6"	30414715	30419319
"ENSG00000229068"	"TMPOP1"	"chr6"	30466452	30467994
"ENSG00000146112"	"PPP1R18"	"chr6"	30676389	30687895
"ENSG00000204580"	"DDR1"	"chr6"	30876421	30900156
"ENSG00000204544"	"MUC21"	"chr6"	30983718	30989903
"ENSG00000137310"	"TCF19"	"chr6"	31158547	31167159
"ENSG00000204525"	"HLA-C"	"chr6"	31268749	31272130
"ENSG00000231402"	"WASF5P"	"chr6"	31287510	31288964
"ENSG00000234745"	"HLA-B"	"chr6"	31353872	31357188
"ENSG00000204520"	"MICA"	"chr6"	31399784	31415315
"ENSG00000230174"	"LINC01149"	"chr6"	31441667	31446973
"ENSG00000204516"	"MICB"	"chr6"	31494881	31511124
"ENSG00000226979"	"LTA"	"chr6"	31572054	31574324
"ENSG00000227507"	"LTB"	"chr6"	31580525	31582522
"ENSG00000213719"	"CLIC1"	"chr6"	31730581	31739763
"ENSG00000204396"	"VWA7"	"chr6"	31765590	31777328
"ENSG00000204385"	"SLC44A4"	"chr6"	31863192	31879046
"ENSG00000237080"	"EHMT2-AS1"	"chr6"	31877808	31884204
"ENSG00000204371"	"EHMT2"	"chr6"	31879759	31897687
"ENSG00000244731"	"C4A"	"chr6"	31982057	32002681
"ENSG00000204338"	"CYP21A1P"	"chr6"	32005636	32008451
"ENSG00000248290"	"TNXA"	"chr6"	32008614	32012472
"ENSG00000224389"	"C4B"	"chr6"	32014795	32035418
"ENSG00000229776"	"C4B-AS1"	"chr6"	32032713	32036258
"ENSG00000231852"	"CYP21A2"	"chr6"	32038327	32041644
"ENSG00000168477"	"TNXB"	"chr6"	32041153	32115334
"ENSG00000232629"	"HLA-DQB2"	"chr6"	32756098	32763532
"ENSG00000240065"	"PSMB9"	"chr6"	32844136	32859851
"ENSG00000168394"	"TAP1"	"chr6"	32845209	32853816
"ENSG00000204252"	"HLA-DOA"	"chr6"	33004182	33009591
"ENSG00000224557"	"HLA-DPB2"	"chr6"	33112451	33129084
"ENSG00000204248"	"COL11A2"	"chr6"	33162681	33192499
"ENSG00000204227"	"RING1"	"chr6"	33208500	33212722
"ENSG00000235863"	"B3GALT4"	"chr6"	33277123	33284832
"ENSG00000227057"	"WDR46"	"chr6"	33279108	33289247
"ENSG00000197283"	"SYNGAP1"	"chr6"	33419661	33453689
"ENSG00000204188"	"GGNBP1"	"chr6"	33540046	33589026
"ENSG00000197251"	"LINC00336"	"chr6"	33586106	33593338
"ENSG00000096433"	"ITPR3"	"chr6"	33620365	33696574
"ENSG00000137288"	"UQCC2"	"chr6"	33694293	33711727
"ENSG00000161904"	"LEMD2"	"chr6"	33771202	33789130
"ENSG00000096395"	"MLN"	"chr6"	33794673	33804003
"ENSG00000249346"	"LINC01016"	"chr6"	33867506	33896914
"ENSG00000124493"	"GRM4"	"chr6"	34018643	34155622
"ENSG00000124507"	"PACSIN1"	"chr6"	34466061	34535229
"ENSG00000124664"	"SPDEF"	"chr6"	34537802	34556333
"ENSG00000064999"	"ANKS1A"	"chr6"	34889255	35091406
"ENSG00000146197"	"SCUBE3"	"chr6"	35213956	35253079
"ENSG00000065029"	"ZNF76"	"chr6"	35258909	35295985
"ENSG00000023892"	"DEF6"	"chr6"	35297818	35321771
"ENSG00000112033"	"PPARD"	"chr6"	35342558	35428191
"ENSG00000007866"	"TEAD3"	"chr6"	35473597	35497079
"ENSG00000112041"	"TULP1"	"chr6"	35497874	35512896
"ENSG00000096060"	"FKBP5"	"chr6"	35573585	35728583
"ENSG00000196748"	"CLPSL2"	"chr6"	35776594	35779552
"ENSG00000204140"	"CLPSL1"	"chr6"	35781019	35793675
"ENSG00000197753"	"LHFPL5"	"chr6"	35797206	35845397
"ENSG00000124762"	"CDKN1A"	"chr6"	36676460	36687337
"ENSG00000255587"	"RAB44"	"chr6"	36697826	36733184
"ENSG00000124772"	"CPNE5"	"chr6"	36740775	36839444
"ENSG00000164530"	"PI16"	"chr6"	36948263	36964837
"ENSG00000137409"	"MTCH1"	"chr6"	36968141	36986298
"ENSG00000146192"	"FGD2"	"chr6"	37005646	37029069
"ENSG00000137193"	"PIM1"	"chr6"	37170152	37175428
"ENSG00000198937"	"CCDC167"	"chr6"	37482938	37499893
"ENSG00000204110"	"LINC02520"	"chr6"	37507348	37535616
"ENSG00000112139"	"MDGA1"	"chr6"	37630679	37699306
"ENSG00000124721"	"DNAH8"	"chr6"	38715311	39030792
"ENSG00000112164"	"GLP1R"	"chr6"	39048781	39091303
"ENSG00000164626"	"KCNK5"	"chr6"	39188971	39229475
"ENSG00000124780"	"KCNK17"	"chr6"	39299001	39314461
"ENSG00000095981"	"KCNK16"	"chr6"	39314698	39322968
"ENSG00000220586"	"TUBBP9"	"chr6"	39934595	40000527
"ENSG00000204091"	"TDRG1"	"chr6"	40334775	40387590
"ENSG00000204092"	"LINC00951"	"chr6"	40344344	40346151
"ENSG00000156564"	"LRFN2"	"chr6"	40391591	40587364
"ENSG00000112195"	"TREML2"	"chr6"	41189749	41201149
"ENSG00000188056"	"TREML4"	"chr6"	41228339	41238882
"ENSG00000096264"	"NCR2"	"chr6"	41335608	41350889
"ENSG00000234753"	"FOXP4-AS1"	"chr6"	41494853	41548621
"ENSG00000226917"	"LINC01276"	"chr6"	41499033	41519852
"ENSG00000137166"	"FOXP4"	"chr6"	41546381	41602384
"ENSG00000112559"	"MDFI"	"chr6"	41636882	41654244
"ENSG00000112561"	"TFEB"	"chr6"	41683978	41736259
"ENSG00000137218"	"FRS3"	"chr6"	41770176	41786542
"ENSG00000278224"	"PRICKLE4"	"chr6"	41780782	41787452
"ENSG00000112576"	"CCND3"	"chr6"	41934934	42050357
"ENSG00000048545"	"GUCA1A"	"chr6"	42155406	42181338
"ENSG00000287363"	"GUCA1ANB"	"chr6"	42155406	42180056
"ENSG00000112655"	"PTK7"	"chr6"	43076307	43161719
"ENSG00000112659"	"CUL9"	"chr6"	43182184	43224587
"ENSG00000146216"	"TTBK1"	"chr6"	43243481	43288258
"ENSG00000137204"	"SLC22A7"	"chr6"	43295694	43305538
"ENSG00000124574"	"ABCC10"	"chr6"	43427366	43450427
"ENSG00000171462"	"DLK2"	"chr6"	43450352	43456632
"ENSG00000137221"	"TJAP1"	"chr6"	43477523	43506556
"ENSG00000204052"	"LRRC73"	"chr6"	43506969	43510686
"ENSG00000172426"	"RSPH9"	"chr6"	43645036	43672600
"ENSG00000112715"	"VEGFA"	"chr6"	43770184	43786487
"ENSG00000237686"	"SCIRT"	"chr6"	43995723	44074652
"ENSG00000137216"	"TMEM63B"	"chr6"	44126914	44155519
"ENSG00000112759"	"SLC29A1"	"chr6"	44219553	44234142
"ENSG00000178233"	"TMEM151B"	"chr6"	44270450	44307506
"ENSG00000146221"	"TCTE1"	"chr6"	44278734	44297698
"ENSG00000124813"	"RUNX2"	"chr6"	45328157	45664349
"ENSG00000172348"	"RCAN2"	"chr6"	46220736	46491972
"ENSG00000146072"	"TNFRSF21"	"chr6"	47231532	47309905
"ENSG00000197261"	"C6orf141"	"chr6"	49550646	49561907
"ENSG00000112077"	"RHAG"	"chr6"	49605175	49636839
"ENSG00000008197"	"TFAP2D"	"chr6"	50713526	50773033
"ENSG00000170927"	"PKHD1"	"chr6"	51615299	52087613
"ENSG00000137269"	"LRRC1"	"chr6"	53794497	53924125
"ENSG00000137252"	"HCRTR2"	"chr6"	55106460	55282617
"ENSG00000187871"	"GFRAL"	"chr6"	55327469	55402493
"ENSG00000112175"	"BMP5"	"chr6"	55753653	55875590
"ENSG00000124749"	"COL21A1"	"chr6"	56056590	56394094
"ENSG00000151914"	"DST"	"chr6"	56457987	56954830
"ENSG00000112309"	"B3GAT2"	"chr6"	70856679	70957060
"ENSG00000079841"	"RIMS1"	"chr6"	71886703	72403143
"ENSG00000111799"	"COL12A1"	"chr6"	75084326	75206267
"ENSG00000065833"	"ME1"	"chr6"	83210402	83431051
"ENSG00000065609"	"SNAP91"	"chr6"	83552880	83709691
"ENSG00000112182"	"BACH2"	"chr6"	89926528	90296908
"ENSG00000135333"	"EPHA7"	"chr6"	93240020	93419687
"ENSG00000172461"	"FUT9"	"chr6"	96015974	96215612
"ENSG00000187772"	"LIN28B"	"chr6"	104936616	105083332
"ENSG00000112297"	"CRYBG1"	"chr6"	106360717	106572017
"ENSG00000272398"	"CD24"	"chr6"	106969831	106975627
"ENSG00000146360"	"GPR6"	"chr6"	109978256	109980720
"ENSG00000277443"	"MARCKS"	"chr6"	113857345	113863475
"ENSG00000185002"	"RFX6"	"chr6"	116877212	116932161
"ENSG00000146352"	"CLVS2"	"chr6"	122996235	123072925
"ENSG00000146374"	"RSPO3"	"chr6"	127118671	127199481
"ENSG00000164484"	"TMEM200A"	"chr6"	130366017	130443067
"ENSG00000118513"	"MYB"	"chr6"	135181308	135219173
"ENSG00000182747"	"SLC35D3"	"chr6"	136922301	136925660
"ENSG00000111981"	"ULBP1"	"chr6"	149963943	149973715
"ENSG00000198729"	"PPP1R14C"	"chr6"	150143044	150250392
"ENSG00000120278"	"PLEKHG1"	"chr6"	150599883	150843665
"ENSG00000131018"	"SYNE1"	"chr6"	152121687	152637801
"ENSG00000091844"	"RGS17"	"chr6"	153004459	153131282
"ENSG00000074706"	"IPCEF1"	"chr6"	154154496	154356792
"ENSG00000215712"	"TMEM242"	"chr6"	157289025	157323601
"ENSG00000078269"	"SYNJ2"	"chr6"	157981863	158099176
"ENSG00000146433"	"TMEM181"	"chr6"	158536436	158635429
"ENSG00000164674"	"SYTL3"	"chr6"	158650014	158764876
"ENSG00000197081"	"IGF2R"	"chr6"	159969082	160113507
"ENSG00000146477"	"SLC22A3"	"chr6"	160348378	160452577
"ENSG00000198670"	"LPA"	"chr6"	160531482	160664275
"ENSG00000026652"	"AGPAT4"	"chr6"	161129967	161274061
"ENSG00000185345"	"PRKN"	"chr6"	161347417	162727775
"ENSG00000112541"	"PDE10A"	"chr6"	165327287	165988078
"ENSG00000164458"	"TBXT"	"chr6"	166157656	166168700
"ENSG00000288638"	"LNCDAT"	"chr6"	166167920	166171376
"ENSG00000071242"	"RPS6KA2"	"chr6"	166409364	166906451
"ENSG00000026297"	"RNASET2"	"chr6"	166922113	166957191
"ENSG00000166984"	"TCP10L2"	"chr6"	167146414	167196913
"ENSG00000203690"	"TCP10L3"	"chr6"	167357033	167384510
"ENSG00000153303"	"FRMD1"	"chr6"	168053166	168101511
"ENSG00000112562"	"SMOC2"	"chr6"	168441151	168673445
"ENSG00000229214"	"LINC00242"	"chr6"	169788790	169799549
"ENSG00000231690"	"LINC00574"	"chr6"	169790057	169802873
"ENSG00000198719"	"DLL1"	"chr6"	170282206	170306565
"ENSG00000112584"	"FAM120B"	"chr6"	170290703	170407067
"ENSG00000177706"	"FAM20C"	"chr7"	192571	260772
"ENSG00000248767"	"FOXL3"	"chr7"	290170	294422
"ENSG00000197461"	"PDGFA"	"chr7"	497258	520296
"ENSG00000188191"	"PRKAR1B"	"chr7"	549197	727650
"ENSG00000229380"	"PRKAR1B-AS2"	"chr7"	561958	565619
"ENSG00000164818"	"DNAAF5"	"chr7"	726699	786475
"ENSG00000164828"	"SUN1"	"chr7"	816615	896435
"ENSG00000239857"	"GET4"	"chr7"	876554	896436
"ENSG00000105963"	"ADAP1"	"chr7"	897900	955407
"ENSG00000240230"	"COX19"	"chr7"	898778	975549
"ENSG00000073067"	"CYP2W1"	"chr7"	983181	989640
"ENSG00000146540"	"C7orf50"	"chr7"	996986	1138260
"ENSG00000164849"	"GPR146"	"chr7"	1044546	1059261
"ENSG00000164850"	"GPER1"	"chr7"	1082208	1093815
"ENSG00000164853"	"UNCX"	"chr7"	1232872	1237326
"ENSG00000164877"	"MICALL2"	"chr7"	1428465	1459470
"ENSG00000164880"	"INTS1"	"chr7"	1470277	1504389
"ENSG00000198517"	"MAFK"	"chr7"	1530702	1543043
"ENSG00000164855"	"TMEM184A"	"chr7"	1542235	1560821
"ENSG00000230487"	"PSMG3-AS1"	"chr7"	1570073	1589626
"ENSG00000225968"	"ELFN1"	"chr7"	1688119	1747954
"ENSG00000236081"	"ELFN1-AS1"	"chr7"	1738630	1742291
"ENSG00000002822"	"MAD1L1"	"chr7"	1815793	2233243
"ENSG00000106266"	"SNX8"	"chr7"	2251770	2354318
"ENSG00000230914"	"KIF19BP"	"chr7"	2383698	2388652
"ENSG00000106003"	"LFNG"	"chr7"	2512529	2529177
"ENSG00000106012"	"IQCE"	"chr7"	2558972	2614733
"ENSG00000136295"	"TTYH3"	"chr7"	2631986	2664802
"ENSG00000174945"	"AMZ1"	"chr7"	2679522	2775500
"ENSG00000198286"	"CARD11"	"chr7"	2906142	3043867
"ENSG00000146555"	"SDK1"	"chr7"	3301252	4269000
"ENSG00000157927"	"RADIL"	"chr7"	4797055	4883716
"ENSG00000136297"	"MMD2"	"chr7"	4905989	4959213
"ENSG00000272595"	"OR10AH1P"	"chr7"	5103719	5120245
"ENSG00000164638"	"SLC29A4"	"chr7"	5274369	5306912
"ENSG00000182095"	"TNRC18"	"chr7"	5306790	5425414
"ENSG00000155034"	"FBXL18"	"chr7"	5431335	5513809
"ENSG00000075624"	"ACTB"	"chr7"	5526409	5563902
"ENSG00000075618"	"FSCN1"	"chr7"	5592816	5606655
"ENSG00000008256"	"CYTH3"	"chr7"	6161776	6272644
"ENSG00000215045"	"GRID2IP"	"chr7"	6497462	6551436
"ENSG00000146576"	"C7orf26"	"chr7"	6590021	6608726
"ENSG00000236609"	"ZNF853"	"chr7"	6615610	6624290
"ENSG00000155070"	"UNC93B2"	"chr7"	6855485	6859830
"ENSG00000122584"	"NXPH1"	"chr7"	8433609	8752961
"ENSG00000005108"	"THSD7A"	"chr7"	11370365	11832198
"ENSG00000214960"	"CRPPA"	"chr7"	16087525	16502504
"ENSG00000171243"	"SOSTDC1"	"chr7"	16461481	16530580
"ENSG00000106546"	"AHR"	"chr7"	16916359	17346152
"ENSG00000173452"	"TMEM196"	"chr7"	19719315	19773617
"ENSG00000164651"	"SP8"	"chr7"	20782279	20786886
"ENSG00000105877"	"DNAH11"	"chr7"	21543039	21901839
"ENSG00000196335"	"STK31"	"chr7"	23710203	23832513
"ENSG00000122585"	"NPY"	"chr7"	24284188	24291862
"ENSG00000233429"	"HOTAIRM1"	"chr7"	27095647	27100265
"ENSG00000105997"	"HOXA3"	"chr7"	27106184	27152583
"ENSG00000253552"	"HOXA-AS2"	"chr7"	27107777	27134302
"ENSG00000254369"	"HOXA-AS3"	"chr7"	27129977	27155928
"ENSG00000122592"	"HOXA7"	"chr7"	27153716	27157936
"ENSG00000078399"	"HOXA9"	"chr7"	27162438	27175180
"ENSG00000106031"	"HOXA13"	"chr7"	27193503	27200091
"ENSG00000243766"	"HOTTIP"	"chr7"	27198575	27207259
"ENSG00000146592"	"CREB5"	"chr7"	28299321	28825894
"ENSG00000106066"	"CPVL"	"chr7"	28995235	29195451
"ENSG00000106069"	"CHN2"	"chr7"	29146569	29514328
"ENSG00000176532"	"PRR15"	"chr7"	29563835	29567293
"ENSG00000106113"	"CRHR2"	"chr7"	30651942	30700129
"ENSG00000241644"	"INMT"	"chr7"	30697985	30757602
"ENSG00000254959"	"INMT-MINDY4"	"chr7"	30752137	30892081
"ENSG00000106125"	"MINDY4"	"chr7"	30771417	30892387
"ENSG00000240583"	"AQP1"	"chr7"	30911853	30925517
"ENSG00000106128"	"GHRHR"	"chr7"	30938669	30993254
"ENSG00000078549"	"ADCYAP1R1"	"chr7"	31052308	31111479
"ENSG00000154678"	"PDE1C"	"chr7"	31751179	32428131
"ENSG00000122507"	"BBS9"	"chr7"	33109557	33877180
"ENSG00000164619"	"BMPER"	"chr7"	33904308	34156427
"ENSG00000197085"	"NPSR1-AS1"	"chr7"	34346512	34871582
"ENSG00000187258"	"NPSR1"	"chr7"	34658218	34878332
"ENSG00000078053"	"AMPH"	"chr7"	38383704	38631420
"ENSG00000106536"	"POU6F2"	"chr7"	38977909	39493095
"ENSG00000224116"	"INHBA-AS1"	"chr7"	41693884	41779388
"ENSG00000106571"	"GLI3"	"chr7"	41960949	42264100
"ENSG00000002746"	"HECW1"	"chr7"	43112629	43566001
"ENSG00000106633"	"GCK"	"chr7"	44143213	44198170
"ENSG00000058404"	"CAMK2B"	"chr7"	44217150	44334577
"ENSG00000136286"	"MYO1G"	"chr7"	44962662	44979088
"ENSG00000136274"	"NACAD"	"chr7"	45080437	45088969
"ENSG00000122679"	"RAMP3"	"chr7"	45157791	45186302
"ENSG00000164742"	"ADCY1"	"chr7"	45574140	45723116
"ENSG00000146674"	"IGFBP3"	"chr7"	45912245	45921874
"ENSG00000136205"	"TNS3"	"chr7"	47275154	47582558
"ENSG00000221845"	"C7orf65"	"chr7"	47655244	47661648
"ENSG00000164746"	"C7orf57"	"chr7"	48035511	48061304
"ENSG00000183696"	"UPP1"	"chr7"	48088628	48108736
