hyper_cohort	probeID	bin_chr	bin_start	bin_end	cpg_count
TCGA-UCEC	cg03163459	chr5	77077801	77078100	18
TCGA-UCEC	cg03178798	chr18	10032601	10032900	25
TCGA-UCEC	cg24114936	chr7	73671301	73671600	11
TCGA-UCEC	cg01295392	chr12	107775601	107775900	28
TCGA-UCEC	cg13239848	chr1	12153301	12153600	6
TCGA-UCEC	cg09782912	chr6	32148001	32148300	5
TCGA-UCEC	cg09508730	chr6	27738301	27738600	18
TCGA-UCEC	cg17583946	chr2	63047701	63048000	27
TCGA-UCEC	cg13321105	chr1	217140301	217140600	8
TCGA-UCEC	cg13615516	chr5	77973301	77973600	18
TCGA-UCEC	cg15660077	chr17	7408201	7408500	35
TCGA-UCEC	cg07109115	chr10	27741301	27741600	26
TCGA-UCEC	cg06680369	chr14	38210101	38210400	17
TCGA-UCEC	cg05924485	chr19	22807501	22807800	34
TCGA-UCEC	cg05981335	chr12	80708701	80709000	25
TCGA-UCEC	cg12389770	chr6	101399701	101400000	20
TCGA-UCEC	cg19594218	chr1	62194801	62195100	22
TCGA-UCEC	cg01146063	chr2	80322601	80322900	22
TCGA-UCEC	cg05100070	chr6	100448701	100449000	10
TCGA-UCEC	cg14576319	chr3	171457801	171458100	9
TCGA-UCEC	cg05459971	chr5	149141101	149141400	13
TCGA-UCEC	cg03822622	chr15	31484101	31484400	33
TCGA-UCEC	cg00875989	chr18	47247601	47247900	37
TCGA-UCEC	cg19554257	chr12	116559001	116559300	11
TCGA-UCEC	cg26814075	chr7	128241001	128241300	29
TCGA-UCEC	cg04154290	chr1	53328301	53328600	10
TCGA-UCEC	cg15291243	chr17	36940801	36941100	16
TCGA-UCEC	cg18020955	chr1	148318501	148318800	14
TCGA-UCEC	cg12754571	chr1	247530901	247531200	31
TCGA-UCEC	cg08461949	chr19	51601201	51601500	36
TCGA-UCEC	cg16142855	chr4	386101	386400	21
TCGA-UCEC	cg27664496	chr12	113077801	113078100	49
TCGA-UCEC	cg17787084	chr1	165354601	165354900	9
TCGA-UCEC	cg20090283	chr17	38562301	38562600	11
TCGA-UCEC	cg18972885	chr10	117532801	117533100	13
TCGA-UCEC	cg13337064	chr5	141245701	141246000	8
TCGA-UCEC	cg13023623	chr14	56809501	56809800	27
TCGA-UCEC	cg20672981	chr7	27202501	27202800	9
TCGA-UCEC	cg12351587	chr4	84483901	84484200	17
TCGA-UCEC	cg05928806	chr7	128351401	128351700	32
TCGA-UCEC	cg08832227	chr12	4911301	4911600	27
TCGA-UCEC	cg08076830	chr18	47248501	47248800	28
TCGA-UCEC	cg19594666	chr7	128241001	128241300	29
TCGA-UCEC	cg26248075	chr6	100447501	100447800	11
TCGA-UCEC	cg13381984	chr7	128241001	128241300	29
TCGA-UCEC	cg12052661	chr9	137877901	137878200	42
TCGA-UCEC	cg02051616	chr5	173234101	173234400	14
TCGA-UCEC	cg23291886	chr4	173519401	173519700	16
TCGA-UCEC	cg02323356	chr2	219448201	219448500	37
TCGA-UCEC	cg02699218	chr5	132814201	132814500	39
TCGA-UCEC	cg00275741	chr5	140882101	140882400	14
TCGA-UCEC	cg14319235	chr1	79006501	79006800	31
TCGA-UCEC	cg12623422	chr14	77271301	77271600	14
TCGA-UCEC	cg20826576	chr1	170667001	170667300	15
TCGA-UCEC	cg18023943	chr1	220893301	220893600	8
TCGA-UCEC	cg05061471	chr11	14973001	14973300	8
TCGA-UCEC	cg07471943	chr14	38210401	38210700	26
TCGA-UCEC	cg26021960	chr3	147422401	147422700	5
TCGA-UCEC	cg24281267	chr6	35511601	35511900	29
TCGA-UCEC	cg08231710	chr1	1631101	1631400	37
TCGA-UCEC	cg14453935	chr18	79638001	79638300	34
TCGA-UCEC	cg15246590	chr19	48480301	48480600	31
TCGA-UCEC	cg13923648	chr6	27206101	27206400	14
TCGA-UCEC	cg03443455	chr2	170815201	170815500	17
TCGA-UCEC	cg26151467	chr13	112069801	112070100	12
TCGA-UCEC	cg19159365	chr1	66752701	66753000	10
TCGA-UCEC	cg04467618	chr6	133889701	133890000	26
TCGA-UCEC	cg00272446	chr1	157194901	157195200	23
TCGA-UCEC	cg24033122	chr16	30474001	30474300	28
TCGA-UCEC	cg07598952	chr6	142088401	142088700	20
TCGA-UCEC	cg08979319	chr6	100448101	100448400	19
TCGA-UCEC	cg00087368	chr6	100448401	100448700	15
TCGA-UCEC	cg26262055	chr4	25088701	25089000	21
TCGA-UCEC	cg22763649	chr20	21713401	21713700	9
TCGA-UCEC	cg07798980	chr5	173232001	173232300	23
TCGA-UCEC	cg10242160	chr4	48491101	48491400	36
TCGA-UCEC	cg10249828	chr1	75128401	75128700	8
TCGA-UCEC	cg01215442	chr19	18869401	18869700	19
TCGA-UCEC	cg10606834	chr17	61454701	61455000	29
TCGA-UCEC	cg23940612	chr2	218034001	218034300	14
TCGA-UCEC	cg03940098	chr20	26208001	26208300	35
TCGA-UCEC	cg06132727	chr4	173500801	173501100	17
TCGA-UCS	cg20464360	chr17	58487401	58487700	28
TCGA-UCS	cg01723606	chr7	102300901	102301200	47
TCGA-UCS	cg00668303	chr1	213979201	213979500	9
TCGA-UCS	cg16798348	chr11	77040301	77040600	36
TCGA-UCS	cg25878149	chr2	149320201	149320500	22
TCGA-UCS	cg00878163	chr17	58488001	58488300	32
TCGA-UCS	cg06679270	chr15	100544701	100545000	25
TCGA-UCS	cg07196426	chr1	35576701	35577000	32
TCGA-UCS	cg25130710	chr12	132582901	132583200	37
TCGA-UCS	cg11803771	chr11	65640901	65641200	23
TCGA-UCS	cg15452204	chr5	150166801	150167100	35
TCGA-UCS	cg12504247	chr17	8003401	8003700	34
TCGA-UCS	cg08495239	chr10	133459801	133460100	33
TCGA-UCS	cg13306522	chr5	55223701	55224000	11
TCGA-UCS	cg11613559	chr10	119818201	119818500	24
TCGA-UCS	cg11559198	chr2	231483901	231484200	23
TCGA-UCS	cg11650763	chr5	93594601	93594900	10
TCGA-UCS	cg18537454	chr10	22334101	22334400	12
TCGA-UCS	cg09560082	chr5	93594901	93595200	20
TCGA-UCS	cg20359349	chr17	43917001	43917300	6
TCGA-UCS	cg22051204	chr5	77077801	77078100	18
TCGA-UCS	cg02722214	chr10	119818501	119818800	38
TCGA-UCS	cg15355015	chr7	102300601	102300900	41
TCGA-UCS	cg18667659	chr2	98822401	98822700	46
TCGA-UCS	cg06961473	chr15	65077201	65077500	39
TCGA-UCS	cg05537653	chr11	47590501	47590800	31
TCGA-UCS	cg19753476	chr17	4900201	4900500	22
TCGA-UCS	cg18290233	chr5	93595201	93595500	10
TCGA-UCS	cg04807108	chr15	78405301	78405600	13
TCGA-UCS	cg11002686	chr7	55344901	55345200	35
TCGA-UCS	cg03293507	chr6	30071101	30071400	34
TCGA-UCS	cg04808506	chr2	63054901	63055200	7
TCGA-UCS	cg08241477	chr5	93593701	93594000	16
TCGA-UCS	cg15246619	chr8	22047901	22048200	22
TCGA-UCS	cg03102841	chr11	85934701	85935000	29
TCGA-UCS	cg04096519	chr11	60852601	60852900	37
TCGA-UCS	cg06550082	chr9	34623901	34624200	21
TCGA-UCS	cg14652095	chr6	26017801	26018100	17
TCGA-UCS	cg18796287	chr5	139395001	139395300	30
TCGA-UCS	cg25756406	chr10	132784201	132784500	30
TCGA-UCS	cg03796580	chr17	82375501	82375800	21
TCGA-UCS	cg00545916	chr17	58488001	58488300	32
TCGA-UCS	cg20425130	chr3	183555301	183555600	9
TCGA-UCS	cg09811393	chr3	50275501	50275800	23
TCGA-UCS	cg05586134	chr6	42925201	42925500	22
TCGA-UCS	cg20421446	chr6	5994301	5994600	13
TCGA-UCS	cg06933824	chr5	172683301	172683600	34
TCGA-UCS	cg05670004	chr10	133446001	133446300	26
TCGA-UCS	cg11284842	chr5	93596101	93596400	17
TCGA-UCS	cg03908908	chr11	77138401	77138700	15
TCGA-UCS	cg15588941	chr3	48899101	48899400	4
TCGA-UCS	cg05932042	chr17	42670501	42670800	21
TCGA-UCS	cg08097657	chr3	50276401	50276700	39
TCGA-UCS	cg00074818	chr8	8702701	8703000	33
TCGA-UCS	cg22167400	chr17	28306801	28307100	19
TCGA-UCS	cg16692735	chr10	133446301	133446600	32
TCGA-UCS	cg10424681	chr6	4079101	4079400	41
TCGA-UCS	cg14769991	chr6	112367101	112367400	26
TCGA-UCS	cg13735469	chr8	143728201	143728500	43
TCGA-UCS	cg08711378	chr8	11613301	11613600	11
TCGA-UCS	cg24881289	chr17	42670201	42670500	40
TCGA-UCS	cg09447622	chr6	35140801	35141100	16
TCGA-UCS	cg04058752	chr11	77040301	77040600	36
TCGA-UCS	cg17463287	chr16	71441401	71441700	29
TCGA-UCS	cg02307239	chr4	173500201	173500500	22
TCGA-UCS	cg18162670	chr14	103220101	103220400	24
TCGA-UCS	cg09074113	chr2	20670301	20670600	23
TCGA-UCS	cg08961664	chr16	72787201	72787500	21
TCGA-UCS	cg22172057	chr10	1363501	1363800	25
TCGA-UCS	cg17297238	chr5	141492001	141492300	27
TCGA-UCS	cg02792560	chr19	18450301	18450600	7
TCGA-UCS	cg03299042	chr2	63056401	63056700	7
TCGA-UCS	cg10690003	chr7	96992701	96993000	17
TCGA-UCS	cg11787160	chr12	113077501	113077800	32
TCGA-UCS	cg15638292	chr11	77138401	77138700	15
TCGA-UCS	cg05754861	chr8	98949301	98949600	14
TCGA-UCS	cg07934552	chr11	32333701	32334000	35
TCGA-UCS	cg02918557	chr7	4861501	4861800	20
TCGA-UCS	cg18206867	chr2	62195101	62195400	27
TCGA-UCS	cg02716646	chr2	25161301	25161600	33
TCGA-UCS	cg11317199	chr9	98088001	98088300	19
TCGA-UCS	cg22912834	chr2	45000301	45000600	19
TCGA-UCS	cg25351606	chr6	100469401	100469700	25
TCGA-UCS	cg06034527	chr15	96369601	96369900	11
TCGA-UCS	cg15911153	chr5	139395001	139395300	30
TCGA-UCS	cg09088576	chr1	36482101	36482400	13
TCGA-UCS	cg24619378	chr5	141491701	141492000	28
TCGA-UCS	cg16906229	chr1	40818001	40818300	17
TCGA-UCS	cg10836110	chr5	132825301	132825600	30
TCGA-UCS	cg11648730	chr5	93571201	93571500	18
TCGA-UCS	cg15772157	chr10	22477201	22477500	20
TCGA-UCS	cg04891961	chr17	29612701	29613000	33
TCGA-UCS	cg01286685	chr6	30071101	30071400	34
TCGA-UCS	cg20834681	chr12	5044501	5044800	30
TCGA-UCS	cg18557185	chr7	27088501	27088800	18
TCGA-UCS	cg16225703	chr4	61517101	61517400	11
TCGA-UCS	cg06708634	chr6	100458901	100459200	6
TCGA-UCS	cg19815574	chr19	46649101	46649400	48
TCGA-UCS	cg08912922	chr5	132825601	132825900	41
TCGA-UCS	cg26246740	chr10	48684901	48685200	8
TCGA-UCS	cg01362243	chr2	44933101	44933400	15
TCGA-UCS	cg08042258	chr9	99828901	99829200	17
TCGA-UCS	cg07512361	chr7	102300901	102301200	47
TCGA-UCS	cg16880424	chr17	7384501	7384800	17
TCGA-UCS	cg00919055	chr5	150167101	150167400	36
TCGA-UCS	cg05961294	chr2	44801101	44801400	10
TCGA-UCS	cg00445405	chr2	63054601	63054900	8
TCGA-UCS	cg23389023	chr13	113129701	113130000	23
TCGA-UCS	cg02891686	chr4	24799801	24800100	41
TCGA-UCS	cg24768365	chr12	43550701	43551000	13
TCGA-UCS	cg21251970	chr9	137417401	137417700	42
TCGA-UCS	cg04964031	chr5	141491401	141491700	22
TCGA-UCS	cg07730329	chr5	141430501	141430800	12
TCGA-UCS	cg16703135	chr7	55449301	55449600	28
TCGA-UCS	cg01399317	chr8	143727901	143728200	43
TCGA-UCS	cg19136673	chr6	32845501	32845800	6
TCGA-UCS	cg19163067	chr1	35576701	35577000	32
TCGA-UCS	cg06673130	chr4	785101	785400	26
TCGA-UCS	cg18536148	chr17	61456201	61456500	16
TCGA-UCS	cg01401534	chr6	4079101	4079400	41
TCGA-UCS	cg02854229	chr14	101496601	101496900	14
TCGA-UCS	cg25464702	chr2	131040301	131040600	25
TCGA-UCS	cg19328475	chr5	123094501	123094800	13
TCGA-UCS	cg10776230	chr1	245687701	245688000	14
TCGA-UCS	cg16321975	chr2	233060101	233060400	12
TCGA-UCS	cg19256094	chr19	18869701	18870000	16
TCGA-UCS	cg06570224	chr3	158094601	158094900	22
TCGA-UCS	cg18901140	chr17	9004801	9005100	6
TCGA-UCS	cg08802053	chr5	93596101	93596400	17
TCGA-UCS	cg25362652	chr6	105981601	105981900	26
TCGA-UCS	cg01493727	chr6	6000301	6000600	7
TCGA-UCS	cg06444025	chr17	4900801	4901100	24
TCGA-UCS	cg16329589	chr4	173508901	173509200	10
TCGA-UCS	cg13858611	chr6	6001501	6001800	7
TCGA-UCS	cg17141599	chr2	70896301	70896600	17
TCGA-UCS	cg21526172	chr19	18869101	18869400	41
TCGA-UCS	cg17474422	chr1	35574001	35574300	39
TCGA-UCS	cg15032615	chr9	136821601	136821900	35
TCGA-UCS	cg14379965	chr2	149320501	149320800	23
TCGA-UCS	cg10092265	chr17	7408201	7408500	35
TCGA-UCS	cg00947413	chr2	134027701	134028000	14
TCGA-UCS	cg01499522	chr7	73622701	73623000	6
TCGA-UCS	cg22869668	chr5	140871001	140871300	34
TCGA-UCS	cg22349396	chr17	4900201	4900500	22
TCGA-UCS	cg03562770	chr12	39144601	39144900	30
TCGA-UCS	cg00933696	chr16	11233201	11233500	22
TCGA-UCS	cg15243034	chr11	78196501	78196800	41
TCGA-UCS	cg16508068	chr10	92691901	92692200	13
TCGA-UCS	cg12125117	chr16	57667501	57667800	9
TCGA-UCS	cg20794334	chr2	131040301	131040600	25
TCGA-UCS	cg08584759	chr10	11870101	11870400	33
TCGA-UCS	cg16032518	chr5	141491701	141492000	28
TCGA-UCS	cg20666917	chr2	98823301	98823600	22
TCGA-UCS	cg13186130	chr11	2300401	2300700	10
TCGA-UCS	cg05365735	chr2	207770701	207771000	16
TCGA-UCS	cg19761304	chr19	18869101	18869400	41
TCGA-UCS	cg16668359	chr2	44932201	44932500	12
TCGA-UCS	cg10640333	chr2	63053401	63053700	10
TCGA-UCS	cg27582059	chr5	141180001	141180300	20
TCGA-UCS	cg25313204	chr6	160347601	160347900	14
TCGA-UCS	cg24358846	chr8	98972401	98972700	30
TCGA-UCS	cg18307783	chr5	93595801	93596100	12
TCGA-UCS	cg23677657	chr7	96989701	96990000	12
TCGA-UCS	cg16990168	chr1	118983301	118983600	15
TCGA-UCS	cg00281837	chr2	230990401	230990700	29
TCGA-UCS	cg17911539	chr3	126541801	126542100	38
TCGA-UCS	cg01202519	chr11	85934401	85934700	4
TCGA-UCS	cg01202519	chr11	85934701	85935000	29
TCGA-UCS	cg02156870	chr17	38561401	38561700	29
TCGA-UCS	cg16426293	chr17	42039901	42040200	44
TCGA-UCS	cg04967578	chr18	13641601	13641900	28
TCGA-UCS	cg00023919	chr11	67071601	67071900	21
TCGA-UCS	cg10640072	chr8	98973601	98973900	29
TCGA-UCS	cg02187231	chr2	70905601	70905900	9
TCGA-UCS	cg26817877	chr2	172674601	172674900	17
TCGA-UCS	cg11968804	chr1	212514901	212515200	19
TCGA-UCS	cg01581084	chr8	98949601	98949900	8
TCGA-UCS	cg03221914	chr6	27815401	27815700	10
TCGA-UCS	cg16914370	chr20	44160001	44160300	47
TCGA-UCS	cg15685144	chr14	103274101	103274400	23
TCGA-UCS	cg11636504	chr2	98823301	98823600	22
TCGA-UCS	cg05481257	chr2	20670301	20670600	23
TCGA-UCS	cg08048268	chr3	133783801	133784100	25
TCGA-UCS	cg26648203	chr2	44932201	44932500	12
TCGA-UCS	cg18002447	chr17	61405501	61405800	27
TCGA-UCS	cg23889730	chr14	93787501	93787800	23
TCGA-UCS	cg16463460	chr11	32433001	32433300	8
TCGA-UCS	cg24126967	chr6	28977601	28977900	18
TCGA-UCS	cg08292467	chr5	141402901	141403200	17
TCGA-UCS	cg01294808	chr5	3599401	3599700	28
TCGA-UCS	cg24787755	chr10	92691001	92691300	16
TCGA-UCS	cg11557618	chr2	172109401	172109700	11
TCGA-UCS	cg03896611	chr8	98973901	98974200	19
TCGA-UCS	cg07758738	chr18	12911401	12911700	22
TCGA-UCS	cg10026317	chr1	47229001	47229300	11
TCGA-UCS	cg19935040	chr17	44354701	44355000	38
TCGA-UCS	cg02081019	chr5	93594901	93595200	20
TCGA-UCS	cg07815799	chr2	130916401	130916700	23
TCGA-UCS	cg13301003	chr11	32427601	32427900	15
TCGA-UCS	cg14988680	chr1	212514901	212515200	19
TCGA-UCS	cg11536851	chr7	4792501	4792800	28
TCGA-UCS	cg26952618	chr16	10818601	10818900	28
TCGA-UCS	cg14016366	chr5	156850201	156850500	28
TCGA-UCS	cg27659049	chr12	114735901	114736200	22
TCGA-UCS	cg15084543	chr1	79006501	79006800	31
TCGA-UCS	cg15145341	chr13	24932101	24932400	13
TCGA-UCS	cg14472366	chr13	20301601	20301900	28
TCGA-UCS	cg04247717	chr2	131040001	131040300	34
TCGA-UCS	cg02188185	chr6	30071701	30072000	5
TCGA-UCS	cg11220950	chr16	1992601	1992900	36
TCGA-UCS	cg05317207	chr19	58356301	58356600	39
TCGA-UCS	cg08777316	chr5	159104401	159104700	25
TCGA-UCS	cg00037457	chr17	61454101	61454400	13
TCGA-UCS	cg17953764	chr4	48490801	48491100	45
TCGA-UCS	cg13185413	chr6	30071401	30071700	30
TCGA-UCS	cg01423393	chr8	144109501	144109800	44
TCGA-UCS	cg24550149	chr1	54781201	54781500	37
TCGA-UCS	cg25962358	chr5	140967601	140967900	11
TCGA-UCS	cg26514430	chr5	140869201	140869500	24
TCGA-UCS	cg14592399	chr4	41879701	41880000	10
TCGA-UCS	cg01153287	chr2	218962201	218962500	7
TCGA-UCS	cg24399349	chr7	55449301	55449600	28
TCGA-UCS	cg01311151	chr12	85278001	85278300	11
TCGA-UCS	cg13912307	chr11	47394901	47395200	14
TCGA-UCS	cg13577628	chr1	118992001	118992300	8
TCGA-UCS	cg18963509	chr17	42783901	42784200	18
TCGA-UCS	cg12865837	chr6	100463401	100463700	6
TCGA-UCS	cg02577387	chr2	230990701	230991000	37
TCGA-UCS	cg26796341	chr6	100457701	100458000	19
TCGA-UCS	cg23295647	chr14	33800401	33800700	44
TCGA-UCS	cg05816193	chr6	26017801	26018100	17
TCGA-UCS	cg05172122	chr1	118983901	118984200	12
TCGA-UCS	cg03054277	chr1	228212401	228212700	40
TCGA-UCS	cg13416866	chr9	137281201	137281500	33
TCGA-UCS	cg11675881	chr10	100115101	100115400	40
TCGA-UCS	cg01255417	chr6	10422301	10422600	15
TCGA-UCS	cg05868531	chr2	231483601	231483900	26
TCGA-UCS	cg04600027	chr15	89379301	89379600	24
TCGA-UCS	cg22549408	chr18	59898901	59899200	10
TCGA-UCS	cg00650641	chr7	27087901	27088200	29
TCGA-UCS	cg01022219	chr18	13641601	13641900	28
TCGA-UCS	cg12732155	chr1	30757501	30757800	13
TCGA-UCS	cg11687036	chr3	147421501	147421800	27
TCGA-UCS	cg10745499	chr6	100458601	100458900	22
TCGA-UCS	cg15476894	chr6	1619401	1619700	23
TCGA-UCS	cg13218710	chr5	132822901	132823200	33
TCGA-UCS	cg00913283	chr7	4792501	4792800	28
TCGA-UCS	cg05250119	chr15	78831001	78831300	23
TCGA-UCS	cg04360793	chr1	79006501	79006800	31
TCGA-UCS	cg23337631	chr12	52601101	52601400	28
TCGA-UCS	cg11563680	chr6	100469401	100469700	25
TCGA-UCS	cg22666373	chr2	63057601	63057900	13
TCGA-UCS	cg16391678	chr16	30474001	30474300	28
TCGA-UCS	cg13741394	chr18	45837301	45837600	21
TCGA-UCS	cg00468380	chr8	11691901	11692200	4
TCGA-UCS	cg07824824	chr18	12254701	12255000	23
TCGA-UCS	cg06386307	chr6	100447201	100447500	14
TCGA-UCS	cg19037350	chr5	141354901	141355200	8
TCGA-UCS	cg11560348	chr8	143435401	143435700	16
TCGA-UCS	cg12758973	chr1	247530901	247531200	31
TCGA-UCS	cg00018606	chr2	208124401	208124700	22
TCGA-UCS	cg00018606	chr2	208124701	208125000	7
TCGA-UCS	cg12606911	chr2	86809501	86809800	25
TCGA-UCS	cg11265958	chr15	96366601	96366900	18
TCGA-UCS	cg07568307	chr1	220893601	220893900	8
TCGA-UCS	cg26431163	chr15	96352201	96352500	27
TCGA-UCS	cg12453631	chr3	158094301	158094600	33
TCGA-UCS	cg26382586	chr2	131040001	131040300	34
TCGA-UCS	cg09093150	chr5	32709001	32709300	14
TCGA-UCS	cg07382347	chr6	30071401	30071700	30
TCGA-UCS	cg12782180	chr7	128240701	128241000	34
TCGA-UCS	cg00388812	chr8	98949001	98949300	21
TCGA-UCS	cg17463745	chr1	16227901	16228200	22
TCGA-UCS	cg11869007	chr12	51821401	51821700	43
TCGA-UCS	cg00085434	chr11	14905801	14906100	16
TCGA-UCS	cg18526607	chr5	55223401	55223700	30
TCGA-UCS	cg08395122	chr5	141421201	141421500	27
TCGA-UCS	cg27564123	chr1	46492801	46493100	10
TCGA-UCS	cg03065612	chr16	3577501	3577800	8
TCGA-UCS	cg25961099	chr11	2300701	2301000	6
TCGA-UCS	cg22821981	chr3	122577301	122577600	6
TCGA-UCS	cg03978242	chr17	42670201	42670500	40
TCGA-UCS	cg20876760	chr6	9399001	9399300	23
TCGA-UCS	cg23074932	chr5	141339001	141339300	16
TCGA-UCS	cg27614751	chr12	95446801	95447100	12
TCGA-UCS	cg13327545	chr10	22334401	22334700	36
TCGA-UCS	cg09803262	chr7	96993001	96993300	10
TCGA-UCS	cg14717557	chr6	100447501	100447800	11
TCGA-UCS	cg18471993	chr6	100469401	100469700	25
TCGA-UCS	cg02037307	chr5	135027601	135027900	19
TCGA-UCS	cg09279736	chr6	30071401	30071700	30
TCGA-UCS	cg26578682	chr5	2749801	2750100	21
TCGA-UCS	cg22894301	chr3	147359701	147360000	18
TCGA-UCS	cg10930308	chr6	30071401	30071700	30
TCGA-UCS	cg25666233	chr15	74132401	74132700	14
TCGA-UCS	cg06710741	chr2	134027701	134028000	14
TCGA-UCS	cg16509777	chr2	44945101	44945400	10
TCGA-UCS	cg20912272	chr3	129046501	129046800	22
TCGA-UCS	cg21706229	chr17	72116701	72117000	20
TCGA-UCS	cg18867200	chr2	70889401	70889700	16
TCGA-UCS	cg03959232	chr5	141241501	141241800	33
TCGA-UCS	cg01287000	chr8	144713101	144713400	30
TCGA-UCS	cg10692467	chr3	50275501	50275800	23
TCGA-UCS	cg06958829	chr17	50468701	50469000	29
TCGA-UCS	cg12539415	chr2	176151301	176151600	5
TCGA-UCS	cg23372684	chr5	178577401	178577700	21
TCGA-UCS	cg06159896	chr12	95446501	95446800	18
TCGA-UCS	cg00667751	chr6	28988401	28988700	27
TCGA-UCS	cg20245439	chr20	3072301	3072600	22
TCGA-UCS	cg00278517	chr6	166656901	166657200	9
TCGA-UCS	cg22331159	chr2	233059801	233060100	8
TCGA-UCS	cg13355424	chr1	157195201	157195500	22
TCGA-UCS	cg20139706	chr2	236160001	236160300	16
TCGA-UCS	cg16057826	chr21	34668901	34669200	17
TCGA-UCS	cg00028678	chr2	130916401	130916700	23
TCGA-UCS	cg12021814	chr2	172108201	172108500	19
TCGA-UCS	cg06391932	chr2	44932501	44932800	13
TCGA-UCS	cg03309770	chr16	10818601	10818900	28
TCGA-UCS	cg26885268	chr7	149692801	149693100	18
TCGA-UCS	cg25371919	chr2	63057301	63057600	9
TCGA-UCS	cg09232478	chr1	119006101	119006400	10
TCGA-UCS	cg12006284	chr11	32427901	32428200	21
TCGA-UCS	cg19125370	chr6	10390201	10390500	18
TCGA-UCS	cg03340356	chr1	67134901	67135200	14
TCGA-UCS	cg12490835	chr10	22334701	22335000	22
TCGA-UCS	cg20690420	chr6	108167401	108167700	23
TCGA-UCS	cg04193160	chr1	228212701	228213000	30
TCGA-UCS	cg22820316	chr1	118989901	118990200	9
TCGA-UCS	cg21091197	chr14	99675301	99675600	40
TCGA-UCS	cg21995304	chr6	10390801	10391100	15
TCGA-UCS	cg12798194	chr17	45385201	45385500	6
TCGA-UCS	cg22344122	chr11	67071601	67071900	21
TCGA-UCS	cg22341310	chr19	47545201	47545500	27
TCGA-UCS	cg02971322	chr10	101238001	101238300	13
TCGA-UCS	cg06365535	chr17	61456501	61456800	40
TCGA-UCS	cg10899681	chr5	159104401	159104700	25
TCGA-UCS	cg24154937	chr12	5044501	5044800	30
TCGA-UCS	cg07937271	chr4	13540801	13541100	14
TCGA-UCS	cg13828758	chr15	23687101	23687400	35
TCGA-UCS	cg21298174	chr19	12513601	12513900	18
TCGA-UCS	cg25513635	chr19	18870301	18870600	24
TCGA-UCS	cg14780466	chr2	20670901	20671200	42
TCGA-UCS	cg05614735	chr17	42783901	42784200	18
TCGA-UCS	cg06926146	chr1	170660101	170660400	13
TCGA-UCS	cg13903421	chr2	218873701	218874000	28
TCGA-UCS	cg06303744	chr6	170148001	170148300	15
TCGA-UVM	cg03025830	chr8	22047901	22048200	22
TCGA-UVM	cg16261114	chr15	99008701	99009000	10
TCGA-UVM	cg25662041	chr5	177332101	177332400	23
TCGA-UVM	cg03550384	chr8	90791101	90791400	9
TCGA-UVM	cg24480810	chr12	132663001	132663300	10
TCGA-UVM	cg14700524	chr10	3240001	3240300	10
TCGA-UVM	cg12808347	chr2	11481601	11481900	9
TCGA-UVM	cg20504474	chr17	82303201	82303500	13
TCGA-UVM	cg04876424	chr6	17280301	17280600	13
TCGA-UVM	cg23836747	chr4	185638201	185638500	14
TCGA-UVM	cg23989012	chr1	148318801	148319100	6
TCGA-UVM	cg17346145	chr17	79781701	79782000	9
TCGA-UVM	cg08052292	chr3	56754901	56755200	17
TCGA-UVM	cg14513071	chr1	47439601	47439900	20
TCGA-UVM	cg02441556	chr2	225042901	225043200	8
TCGA-UVM	cg00370047	chr11	1460101	1460400	21
TCGA-UVM	cg14276125	chr11	67285201	67285500	19
TCGA-UVM	cg23728189	chr2	10330801	10331100	13
TCGA-UVM	cg14814536	chr11	22626301	22626600	6
TCGA-UVM	cg04871131	chr7	95324701	95325000	4
TCGA-UVM	cg03565868	chr11	47378401	47378700	10
TCGA-UVM	cg05859929	chr5	483301	483600	20
TCGA-UVM	cg20438663	chr12	48819001	48819300	11
TCGA-UVM	cg14088811	chr11	47378401	47378700	10
TCGA-UVM	cg19622474	chr5	37835401	37835700	7
TCGA-UVM	cg15982099	chr11	47378101	47378400	15
TCGA-UVM	cg00418068	chr1	33429901	33430200	7
TCGA-UVM	cg23950714	chr5	177508201	177508500	23
TCGA-UVM	cg25814649	chr13	106491601	106491900	9
TCGA-UVM	cg04363228	chr6	32187301	32187600	4
TCGA-UVM	cg16342298	chr1	47436301	47436600	6
TCGA-UVM	cg23575275	chr6	36686101	36686400	5
TCGA-UVM	cg11257888	chr1	24501601	24501900	8
TCGA-UVM	cg19544707	chr14	103279801	103280100	21
TCGA-UVM	cg07380416	chr11	60971401	60971700	5
TCGA-UVM	cg07380416	chr11	60971701	60972000	13
TCGA-UVM	cg23436746	chr7	49776301	49776600	4
TCGA-UVM	cg21946195	chr2	85785001	85785300	12
TCGA-UVM	cg10435245	chr11	47378401	47378700	10
TCGA-UVM	cg14421700	chr17	79782001	79782300	9
TCGA-UVM	cg27500647	chr19	51098701	51099000	47
TCGA-UVM	cg14342707	chr6	167652601	167652900	13
TCGA-UVM	cg07196426	chr1	35576701	35577000	32
TCGA-UVM	cg26862175	chr3	52494901	52495200	12
TCGA-UVM	cg02008818	chr3	170907601	170907900	12
TCGA-UVM	cg01889010	chr2	241843201	241843500	9
TCGA-UVM	cg08077071	chr2	156319501	156319800	13
TCGA-UVM	cg13641043	chr17	45121201	45121500	28
TCGA-UVM	cg22563815	chr15	78564601	78564900	12
TCGA-UVM	cg15452204	chr5	150166801	150167100	35
